カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
モンキー・Ｄ・ルフィ,ST29-012_p1,ST29-012,CHARACTER,C,1,打,-,1000,黄,4,エッグヘッド/四皇/麦わらの一味,【起動メイン】【ターン1回】自分の「モンキー・D・ルフィ」1枚にレストのドン‼1枚までを、付与する。,【トリガー】このカードを登場させる。,スタートデッキ EGGHEAD【ST-29】
ロブ・ルッチ,ST29-013_p1,ST29-013,CHARACTER,C,5,打,6000,1000,黄,4,エッグヘッド/CP0,-,【トリガー】お互いのライフの合計枚数以下のコストを持つ相手のキャラ1枚までを、KOする。,スタートデッキ EGGHEAD【ST-29】
ロロノア・ゾロ,ST29-014_p1,ST29-014,CHARACTER,SR,6,斬,8000,0,黄,4,エッグヘッド/麦わらの一味,【速攻：キャラ】(このカードは登場したターンにキャラへアタックできる)【起動メイン】【ターン1回】自分の手札から【トリガー】を持つカード1枚を捨てることができる：カード1枚を引き、自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,スタートデッキ EGGHEAD【ST-29】
ロロノア・ゾロ,OP01-001_p2,OP01-001,LEADER,L,-,斬,5000,0,赤,1,超新星/麦わらの一味,【ドン‼×1】【自分のターン中】自分のキャラすべてを、パワー+1000。,,ROMANCE DAWN【OP-01】
トラファルガー・ロー,OP01-002_p1,OP01-002,LEADER,L,-,斬,5000,0,赤/緑,1,超新星/ハートの海賊団,【起動メイン】【ターン1回】②(コストエリアのドン‼を指定の数レストにできる)：自分のキャラが5枚いる場合、自分のキャラ1枚を、持ち主の手札に戻し、自分の手札から、戻したキャラと異なる色のコスト5以下のキャラカード1枚までを、登場させる。,,ROMANCE DAWN【OP-01】
モンキー・D・ルフィ,OP01-003_p1,OP01-003,LEADER,L,-,打,5000,0,赤/緑,1,超新星/麦わらの一味,【起動メイン】【ターン1回】④(コストエリアのドン‼を指定の数レストにできる)：自分のコスト5以下の特徴《超新星》か《麦わらの一味》を持つキャラ1枚までを、アクティブにし、そのキャラを、このターン中、パワー+1000。,,ROMANCE DAWN【OP-01】
キャベンディッシュ,OP01-008_p1,OP01-008,CHARACTER,C,4,斬,5000,0,赤,1,超新星/美しき海賊団,【登場時】自分のライフ1枚を手札に加えることができる：このキャラは、このターン中、【速攻】を得る。(このカードは登場したターンにアタックできる),,ROMANCE DAWN【OP-01】
サンジ,OP01-013_p2,OP01-013,CHARACTER,R,2,打,3000,2000,赤,1,麦わらの一味,【起動メイン】【ターン1回】自分のライフ1枚を手札に加えることができる：このキャラは、このターン中、パワー+2000。その後、このキャラにレストのドン‼2枚までを付与する。,,ROMANCE DAWN【OP-01】
ナミ,OP01-016_p2,OP01-016,CHARACTER,R,1,特,2000,1000,赤,1,麦わらの一味,【登場時】自分のデッキの上から5枚を見て、「ナミ」以外の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,,ROMANCE DAWN【OP-01】
モンキー・D・ルフィ,OP01-024_p1,OP01-024,CHARACTER,SR,2,打,3000,1000,赤,1,超新星/麦わらの一味,【ドン‼×2】このキャラは、属性 (打)を持つキャラとのバトルではKOされない。【起動メイン】【ターン1回】このキャラにレストのドン‼2枚までを付与する。,,ROMANCE DAWN【OP-01】
ロロノア・ゾロ,OP01-025_p1,OP01-025,CHARACTER,SR,3,斬,5000,0,赤,1,超新星/麦わらの一味,【速攻】(このカードは登場したターンにアタックできる),,ROMANCE DAWN【OP-01】
光月おでん,OP01-031_p1,OP01-031,LEADER,L,-,斬,5000,0,緑,1,ワノ国/光月家,【起動メイン】【ターン1回】自分の手札から特徴《ワノ国》を持つカード1枚を捨てることができる：自分のドン‼2枚までをアクティブにする。,,ROMANCE DAWN【OP-01】
イヌアラシ,OP01-034_p1,OP01-034,CHARACTER,C,3,斬,4000,1000,緑,1,ミンク族/ワノ国/赤鞘九人男,【ドン!!×2】【アタック時】自分のドン!!1枚までを、アクティブにする。,,ROMANCE DAWN【OP-01】
錦えもん,OP01-040_p1,OP01-040,CHARACTER,SR,6,斬,6000,0,緑,1,ワノ国/赤鞘九人男,【登場時】自分のリーダーが「光月おでん」の場合、自分の手札からコスト3以下の特徴《赤鞘九人男》を持つキャラカード1枚までを、登場させる。【ドン‼×1】【アタック時】【ターン1回】自分のコスト3以下の特徴《赤鞘九人男》を持つキャラ1枚までを、アクティブにする。,,ROMANCE DAWN【OP-01】
トラファルガー・ロー,OP01-047_p1,OP01-047,CHARACTER,SR,5,斬,6000,0,緑,1,超新星/ハートの海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のキャラ1枚を持ち主の手札に戻すことができる：自分の手札からコスト3以下のキャラカード1枚までを、登場させる。,,ROMANCE DAWN【OP-01】
ネコマムシ,OP01-048_p1,OP01-048,CHARACTER,C,2,斬,3000,1000,緑,1,ミンク族/ワノ国/赤鞘九人男,【登場時】相手のコスト3以下のキャラ1枚までを、レストにする。,,ROMANCE DAWN【OP-01】
ユースタス・キッド,OP01-051_p1,OP01-051,CHARACTER,SR,8,特,8000,0,緑,1,超新星/キッド海賊団,【ドン‼×1】【相手のターン中】このキャラがレストの場合、相手はキャラの「ユースタス・キッド」以外にアタックできない。【起動メイン】【ターン1回】このキャラをレストにできる：自分の手札からコスト3以下のキャラカード1枚までを、登場させる。,,ROMANCE DAWN【OP-01】
ドンキホーテ・ドフラミンゴ,OP01-060_p1,OP01-060,LEADER,L,-,特,5000,0,青,1,王下七武海/ドンキホーテ海賊団,【ドン‼×2】【アタック時】①(コストエリアのドン‼を指定の数レストにできる)：自分のデッキの一番上を公開し、そのカードがコスト4以下の特徴《王下七武海》を持つキャラカードの場合、レストで登場させてもよい。,,ROMANCE DAWN【OP-01】
カイドウ,OP01-061_p1,OP01-061,LEADER,L,-,打,5000,0,青/紫,1,四皇/百獣海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のキャラがKOされた時、ドン‼デッキからドン‼1枚までを、アクティブで追加する。,,ROMANCE DAWN【OP-01】
クロコダイル,OP01-062_p1,OP01-062,LEADER,L,-,特,5000,0,青/紫,1,王下七武海/B・W,【ドン‼×1】自分がイベントを発動した時、自分の手札が4枚以下でかつ、このターン中、このリーダーの効果でカードを引いていない場合、カード1枚を引くことができる。,,ROMANCE DAWN【OP-01】
アルビダ,OP01-064_p1,OP01-064,CHARACTER,C,2,打,3000,2000,青,1,バギー海賊団,【ドン!!×1】【アタック時】自分の手札1枚を捨てることができる：相手のコスト3以下のキャラ1枚までを、持ち主の手札に戻す。,,ROMANCE DAWN【OP-01】
クロコダイル,OP01-067_p1,OP01-067,CHARACTER,SR,7,特,7000,1000,青,1,王下七武海/B・W,【バニッシュ】(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる)【ドン‼×1】自分の手札の青のイベントを、コスト-1。,,ROMANCE DAWN【OP-01】
ジュラキュール・ミホーク,OP01-070_p1,OP01-070,CHARACTER,SR,9,斬,9000,0,青,1,王下七武海,【登場時】コスト7以下のキャラ1枚までを、持ち主のデッキの下に置く。,,ROMANCE DAWN【OP-01】
ドンキホーテ・ドフラミンゴ,OP01-073_p1,OP01-073,CHARACTER,R,3,特,4000,1000,青,1,王下七武海/ドンキホーテ海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【登場時】自分のデッキの上から5枚を見て、好きな順番に並び変え、デッキの上か下に置く。,,ROMANCE DAWN【OP-01】
ペローナ,OP01-077_p1,OP01-077,CHARACTER,UC,1,特,2000,1000,青,1,スリラーバーク海賊団,【登場時】自分のデッキの上から5枚を見て、好きな順番に並び変え、デッキの上か下に置く。,,ROMANCE DAWN【OP-01】
ボア・ハンコック,OP01-078_p1,OP01-078,CHARACTER,SR,4,特,5000,1000,青,1,王下七武海/九蛇海賊団,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる)【ドン‼×1】【アタック時】/【ブロック時】自分の手札が5枚以下の場合、カード1枚を引く。,,ROMANCE DAWN【OP-01】
キング,OP01-091_p1,OP01-091,LEADER,L,-,特,5000,0,紫,1,百獣海賊団,【自分のターン中】自分の場にドン‼が10枚ある場合、相手のキャラすべてを、パワー-1000。,,ROMANCE DAWN【OP-01】
うるティ,OP01-093_p1,OP01-093,CHARACTER,R,2,打,3000,0,紫,1,百獣海賊団,【登場時】①(コストエリアのドン‼を指定の数レストにできる)：ドン‼デッキからドン‼1枚までを、レストで追加する。,,ROMANCE DAWN【OP-01】
カイドウ,OP01-094_p1,OP01-094,CHARACTER,SR,10,打,12000,0,紫,1,四皇/百獣海賊団,【登場時】ドン‼-6(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：自分のリーダーが特徴《百獣海賊団》を持つ場合、このキャラ以外のキャラすべてを、KOする。,,ROMANCE DAWN【OP-01】
キング,OP01-096_p1,OP01-096,CHARACTER,SR,7,特,7000,0,紫,1,百獣海賊団,【登場時】ドン‼-2(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手のコスト3以下のキャラ1枚までと、相手のコスト2以下のキャラ1枚までを、KOする。,,ROMANCE DAWN【OP-01】
クイーン,OP01-097_p1,OP01-097,CHARACTER,R,6,打,5000,1000,紫,1,百獣海賊団,【登場時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：このキャラは、このターン中、【速攻】を得る。その後、相手のキャラ1枚までを、このターン中、パワー-2000。(このカードは登場したターンにアタックできる),,ROMANCE DAWN【OP-01】
ジャック,OP01-102_p1,OP01-102,CHARACTER,R,3,打,4000,1000,紫,1,百獣海賊団,【アタック時】ドン‼-1(自分の場のドン‼を指定の数ドン‼デッキに戻すことができる)：相手は自身の手札1枚を捨てる。,,ROMANCE DAWN【OP-01】
フーズ・フー,OP01-109_p1,OP01-109,CHARACTER,UC,2,斬,3000,1000,紫,1,百獣海賊団,【ドン!!×1】【自分のターン中】自分の場にドン!!が8枚以上ある場合、このキャラはパワー+1000。,,ROMANCE DAWN【OP-01】
シャンクス,OP01-120_p1,OP01-120,CHARACTER,SEC,9,斬,10000,0,赤,1,四皇/赤髪海賊団,【速攻】(このカードは登場したターンにアタックできる)【アタック時】相手は、このバトル中、パワー2000以下のキャラの【ブロッカー】を発動できない。,,ROMANCE DAWN【OP-01】
シャンクス,OP01-120_p2,OP01-120,CHARACTER,SEC,9,斬,10000,0,赤,1,四皇/赤髪海賊団,【速攻】(このカードは登場したターンにアタックできる)【アタック時】相手は、このバトル中、パワー2000以下のキャラの【ブロッカー】を発動できない。,,ROMANCE DAWN【OP-01】
ヤマト,OP01-121_p1,OP01-121,CHARACTER,SEC,5,打,5000,1000,緑,1,ワノ国,ルール上、このカードはカード名を「光月おでん」としても扱う。【ダブルアタック】(このカードが与えるダメージは2になる)【バニッシュ】(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,ROMANCE DAWN【OP-01】
エドワード・ニューゲート,OP02-001_p1,OP02-001,LEADER,L,-,特,6000,0,赤,1,四皇/白ひげ海賊団,【自分のターン終了時】自分のライフの上から1枚を手札に加える。,,頂上決戦【OP-02】
モンキー・D・ガープ,OP02-002_p1,OP02-002,LEADER,L,-,打,5000,0,赤/黒,1,海軍,【自分のターン中】このリーダーか自分のキャラにドン‼が付与された時、相手のコスト7以下のキャラ1枚までを、このターン中、コスト-1。,,頂上決戦【OP-02】
エドワード・ニューゲート,OP02-004_p1,OP02-004,CHARACTER,SR,9,特,10000,0,赤,1,四皇/白ひげ海賊団,【登場時】自分のリーダー1枚までを、次の自分のターン開始時まで、パワー+2000。その後、自分は、このターン中、自分の効果でライフを手札に加えられない。【ドン‼×2】【アタック時】相手のパワー3000以下のキャラ1枚までを、KOする。,,頂上決戦【OP-02】
